	
14	498
32	498
50	498
68	498
86	498
104	498
122	498
140	498
158	498
176	498
194	498
212	498
230	498
248	498
266	498
284	498
302	498
320	498
338	498
356	498
374	498
392	498
410	498
428	498
446	498
464	498
482	498
500	498
12	480
30	480
48	480
66	480
84	480
102	480
120	480
138	480
156	480
174	480
192	480
210	480
228	480
246	480
264	480
282	480
300	480
318	480
336	480
354	480
372	480
390	480
408	480
426	480
444	480
462	480
480	480
498	480
14	462
32	462
50	462
68	462
86	462
104	462
122	462
140	462
158	462
176	462
194	462
212	462
230	462
248	462
266	462
284	462
302	462
320	462
338	462
356	462
374	462
392	462
410	462
428	462
446	462
464	462
482	462
500	462
12	444
30	444
48	444
66	444
84	444
102	444
120	444
138	444
156	444
174	444
192	444
210	444
228	444
246	444
264	444
282	444
300	444
318	444
336	444
354	444
372	444
390	444
408	444
426	444
444	444
462	444
480	444
498	444
14	426
32	426
50	426
68	426
86	426
104	426
122	426
140	426
158	426
176	426
194	426
212	426
230	426
248	426
266	426
284	426
302	426
320	426
338	426
356	426
374	426
392	426
410	426
428	426
446	426
464	426
482	426
500	426
12	408
30	408
48	408
66	408
84	408
102	408
120	408
138	408
156	408
174	408
192	408
210	408
228	408
246	408
264	408
282	408
300	408
318	408
336	408
354	408
372	408
390	408
408	408
426	408
444	408
462	408
480	408
498	408
14	390
32	390
50	390
68	390
86	390
104	390
122	390
140	390
158	390
176	390
194	390
212	390
230	390
248	390
266	390
284	390
302	390
320	390
338	390
356	390
374	390
392	390
410	390
428	390
446	390
464	390
482	390
500	390
12	372
30	372
48	372
66	372
84	372
102	372
120	372
138	372
156	372
174	372
192	372
210	372
228	372
246	372
264	372
282	372
300	372
318	372
336	372
354	372
372	372
390	372
408	372
426	372
444	372
462	372
480	372
498	372
14	354
32	354
50	354
68	354
86	354
104	354
122	354
140	354
158	354
176	354
194	354
212	354
230	354
248	354
266	354
284	354
302	354
320	354
338	354
356	354
374	354
392	354
410	354
428	354
446	354
464	354
482	354
500	354
12	336
30	336
48	336
66	336
84	336
102	336
120	336
138	336
156	336
174	336
192	336
210	336
228	336
246	336
264	336
282	336
300	336
318	336
336	336
354	336
372	336
390	336
408	336
426	336
444	336
462	336
480	336
498	336
14	318
32	318
50	318
68	318
86	318
104	318
122	318
140	318
158	318
176	318
194	318
212	318
230	318
248	318
266	318
284	318
302	318
320	318
338	318
356	318
374	318
392	318
410	318
428	318
446	318
464	318
482	318
500	318
12	300
30	300
48	300
66	300
84	300
102	300
120	300
138	300
156	300
174	300
192	300
210	300
228	300
246	300
264	300
282	300
300	300
318	300
336	300
354	300
372	300
390	300
408	300
426	300
444	300
462	300
480	300
498	300
14	282
32	282
50	282
68	282
86	282
104	282
122	282
140	282
158	282
176	282
194	282
212	282
230	282
248	282
266	282
284	282
302	282
320	282
338	282
356	282
374	282
392	282
410	282
428	282
446	282
464	282
482	282
500	282
12	264
30	264
48	264
66	264
84	264
102	264
120	264
138	264
156	264
174	264
192	264
210	264
228	264
246	264
264	264
282	264
300	264
318	264
336	264
354	264
372	264
390	264
408	264
426	264
444	264
462	264
480	264
498	264
14	246
32	246
50	246
68	246
86	246
104	246
122	246
140	246
158	246
176	246
194	246
212	246
230	246
248	246
266	246
284	246
302	246
320	246
338	246
356	246
374	246
392	246
410	246
428	246
446	246
464	246
482	246
500	246
12	228
30	228
48	228
66	228
84	228
102	228
120	228
138	228
156	228
174	228
192	228
210	228
228	228
246	228
264	228
282	228
300	228
318	228
336	228
354	228
372	228
390	228
408	228
426	228
444	228
462	228
480	228
498	228
14	210
32	210
50	210
68	210
86	210
104	210
122	210
140	210
158	210
176	210
194	210
212	210
230	210
248	210
266	210
284	210
302	210
320	210
338	210
356	210
374	210
392	210
410	210
428	210
446	210
464	210
482	210
500	210
12	192
30	192
48	192
66	192
84	192
102	192
120	192
138	192
156	192
174	192
192	192
210	192
228	192
246	192
264	192
282	192
300	192
318	192
336	192
354	192
372	192
390	192
408	192
426	192
444	192
462	192
480	192
498	192
